"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-08-18 ~ 2025-08-17"
"실거래구분 : 오피스텔(매매)"
"주소구분 : 지번주소"
"시도 : 부산광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","매수","매도","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"2922","부산광역시 강서구 명지동","3604-2","3604","0002","부산 명지 제나우스 블루오션 오피스텔","24.5600","202410","18","9,900","7","개인","개인","2020","명지국제2로 16","-","중개거래","부산 강서구"
"2923","부산광역시 동구 초량동","1203-10","1203","0010","오피스텔프레지던트","38.6826","202410","18","8,000","6","개인","개인","1991","중앙대로180번길 13","-","직거래","-"
"2924","부산광역시 부산진구 부전동","394-16","0394","0016","경동파크타워","25.2800","202410","17","8,550","13","개인","개인","2014","새싹로 30","-","중개거래","부산 부산진구"
"2925","부산광역시 남구 대연동","55-1","0055","0001","21 센츄리시티 오피스텔","35.5800","202410","17","9,630","16","개인","개인","1993","수영로 312","-","중개거래","부산 남구"
"2926","부산광역시 남구 대연동","55-1","0055","0001","21 센츄리시티 오피스텔","33.1400","202410","17","9,150","20","개인","개인","1993","수영로 312","-","중개거래","부산 남구"
"2927","부산광역시 해운대구 좌동","1459-4","1459","0004","신화 하니엘 타워","24.2680","202410","17","3,600","13","법인","법인","2013","해운대로781번길 16","-","직거래","-"
"2928","부산광역시 해운대구 좌동","1459-4","1459","0004","신화 하니엘 타워","24.2680","202410","17","3,600","13","법인","법인","2013","해운대로781번길 16","-","직거래","-"
"2929","부산광역시 동구 초량동","449-1","0449","0001","네오빌","23.4000","202410","17","4,000","3","개인","개인","2003","중앙대로195번가길 24","-","직거래","-"
"2930","부산광역시 해운대구 우동","1435-1","1435","0001","우신골든스위트","192.5480","202410","17","118,000","10","개인","개인","2005","마린시티1로 147","-","중개거래","부산 해운대구"
"2931","부산광역시 해운대구 우동","1435-1","1435","0001","우신골든스위트","189.1711","202410","17","103,000","6","개인","개인","2005","마린시티1로 147","-","중개거래","부산 해운대구"
"2932","부산광역시 동구 범일동","1664","1664","0000","두산위브더제니스 하버시티","29.9146","202410","17","8,528","6","개인","법인","2023"," ","-","중개거래","부산 남구"
"2933","부산광역시 동구 범일동","830-140","0830","0140","동일타워","27.1100","202410","17","6,500","14","개인","개인","2014","조방로 14","-","중개거래","부산 동구"
"2934","부산광역시 부산진구 범천동","857-2","0857","0002","서면동일스위트원룸오피스텔","28.5600","202410","17","5,500","15","개인","개인","2004","중앙대로 626","20241030","중개거래","부산 부산진구"
"2935","부산광역시 해운대구 중동","1510-18","1510","0018","달맞이펜트하우스","49.2200","202410","17","11,000","2","법인","개인","2002","달맞이길117번길 17-22","-","중개거래","부산 해운대구"
"2936","부산광역시 동구 초량동","1201-1","1201","0001","아스티부산","46.8000","202410","16","33,500","21","법인","개인","2017","중앙대로214번길 7-8","-","중개거래","부산 동구"
"2937","부산광역시 해운대구 우동","524-5","0524","0005","에이치스위트 해운대","89.5500","202410","16","63,500","10","개인","개인","2018","해운대로 601","-","중개거래","부산 해운대구"
"2938","부산광역시 남구 용호동","394-8","0394","0008","정상리치스","53.1041","202410","16","13,500","2","법인","개인","2023","동명로146번길 32","-","중개거래","부산 남구"
"2939","부산광역시 연제구 연산동","1361-7","1361","0007","부산 더샵 시티애비뉴","23.2300","202410","16","7,000","26","개인","개인","2015"," ","-","중개거래","부산 연제구"
"2940","부산광역시 서구 암남동","255-1","0255","0001","송도탑스빌","44.9500","202410","16","13,000","30","개인","개인","2000","충무대로 56","-","직거래","-"
"2941","부산광역시 해운대구 좌동","1476-4","1476","0004","파크브라이언오피스텔","29.3400","202410","15","7,450","5","개인","개인","2011","해운대로774번길 33","-","중개거래","부산 해운대구"
"2942","부산광역시 강서구 명지동","3432-5","3432","0005","부산명지 대방디엠시티 센텀오션1차","28.4608","202410","15","17,000","16","개인","개인","2021","명지국제6로 99","-","직거래","-"
"2943","부산광역시 부산진구 전포동","880-1","0880","0001","서면 세종 그랑시아","186.9600","202410","15","53,000","9","법인","개인","2009","전포대로171번길 12","-","직거래","-"
"2944","부산광역시 수영구 민락동","135","0135","0000","서희스타힐스 센텀프리모","23.1000","202410","15","7,800","18","개인","개인","2014","광안해변로 311","-","중개거래","부산 수영구"
"2945","부산광역시 금정구 구서동","420-21","0420","0021","(420-21)","29.9386","202410","15","6,250","4","개인","개인","2013","부곡온천천로 204","-","중개거래","부산 금정구"
"2946","부산광역시 해운대구 좌동","1459-5","1459","0005","까르띠움","36.4700","202410","15","9,000","12","개인","개인","2004","해운대로 785","-","중개거래","부산 해운대구"
"2947","부산광역시 동구 수정동","1352","1352","0000","협성휴포레·부산진역 오션뷰","32.6924","202410","15","13,000","36","개인","개인","2019"," ","-","중개거래","부산 동구"
"2948","부산광역시 해운대구 우동","1520","1520","0000","롯데갤러리움센텀","126.0800","202410","15","80,000","11","개인","개인","2008","센텀1로 9","-","중개거래","부산 해운대구"
"2949","부산광역시 해운대구 반여동","1685","1685","0000","센텀우성스마트시티뷰","84.9167","202410","14","33,000","26","개인","법인","2020","선수촌로 146-4","-","직거래","-"
"2950","부산광역시 해운대구 우동","1434","1434","0000","선프라자","68.6600","202410","14","26,000","8","개인","개인","1995","마린시티3로 1","-","중개거래","부산 해운대구"
"2951","부산광역시 북구 화명동","2274-3","2274","0003","상뜨레-뷰","29.6000","202410","14","4,000","8","개인","개인","2003","화명대로 10","-","직거래","-"
"2952","부산광역시 해운대구 중동","1369-1","1369","0001","중동신화하니엘","41.8200","202410","14","14,500","8","개인","개인","2013","중동2로24번길 21","-","중개거래","부산 해운대구"
"2953","부산광역시 북구 화명동","2274-3","2274","0003","상뜨레-뷰","29.6000","202410","14","4,000","7","개인","개인","2003","화명대로 10","-","직거래","-"
"2954","부산광역시 사하구 신평동","411","0411","0000","퀸즈타운W 사하","79.5289","202410","12","29,000","24","개인","개인","2019","비봉로 93","-","중개거래","부산 사하구"
"2955","부산광역시 수영구 광안동","98-1","0098","0001","수영역 삼정그린코아 더시티","25.2100","202410","12","9,800","16","개인","개인","2020","수영로666번길 6","-","중개거래","부산 수영구"
"2956","부산광역시 수영구 광안동","98-1","0098","0001","수영역 삼정그린코아 더시티","25.2100","202410","12","10,000","9","개인","개인","2020","수영로666번길 6","-","중개거래","부산 수영구"
"2957","부산광역시 강서구 명지동","3240-7","3240","0007","명지 청산오션타워","28.6936","202410","11","7,000","10","개인","개인","2014","명지오션시티1로 173","-","중개거래","부산 강서구"
"2958","부산광역시 부산진구 양정동","150-3","0150","0003","시청역 롯데골드로즈","42.3700","202410","11","10,700","19","개인","개인","2006","중앙대로 993","-","중개거래","부산 연제구"
"2959","부산광역시 부산진구 부전동","474-80","0474","0080","유원골든타워오피스텔","68.7000","202410","11","11,000","5","개인","법인","1994","서면문화로 27","-","직거래","-"
"2960","부산광역시 남구 문현동","539-153","0539","0153","미래시티빌","25.4600","202410","11","10,500","10","개인","개인","2013","전포대로92번길 7","-","중개거래","부산 남구"
"2961","부산광역시 연제구 연산동","1366-1","1366","0001","부산 더샵 시티애비뉴2차","29.9800","202410","11","15,500","15","개인","개인","2016","시청로 12","-","중개거래","부산 연제구"
"2962","부산광역시 연제구 연산동","587-8","0587","0008","연산동 SK VIEW(2단지)","56.6100","202410","10","13,600","18","개인","개인","2005","중앙대로 1130","-","중개거래","부산 연제구"
"2963","부산광역시 사상구 괘법동","564-8","0564","0008","사상역 포르투나 더 테라스","25.5732","202410","10","9,400","13","개인","개인","2021","광장로 54","-","중개거래","부산 사상구"
"2964","부산광역시 동래구 낙민동","288-26","0288","0026","예시카하우스","48.0100","202410","10","15,000","5","개인","개인","2017","충렬대로258번길 9","-","중개거래","부산 동래구"
"2965","부산광역시 부산진구 범전동","382","0382","0000","미대하우스텔","24.7800","202410","10","4,750","5","개인","개인","2004","범전로10번길 51","-","중개거래","부산 부산진구"
"2966","부산광역시 해운대구 우동","1507","1507","0000","트럼프월드센텀2","174.8700","202410","10","164,000","29","개인","개인","2007","센텀3로 32","-","중개거래","부산 해운대구"
"2967","부산광역시 남구 대연동","1729-3","1729","0003","메트로타워","26.9100","202410","10","5,930","7","개인","법인","2003","수영로 248","-","중개거래","부산 남구"
"2968","부산광역시 해운대구 좌동","1475-2","1475","0002","투모로우 오피스텔","22.9870","202410","10","6,500","14","개인","개인","2017"," ","-","중개거래","부산 해운대구"
"2969","부산광역시 부산진구 부전동","406-23","0406","0023","노블리안","19.9500","202410","10","4,000","3","개인","개인","2003","부전로 116","-","중개거래","부산 부산진구"
"2970","부산광역시 해운대구 좌동","1475-2","1475","0002","투모로우 오피스텔","22.9870","202410","10","6,500","14","개인","개인","2017"," ","-","중개거래","부산 해운대구"
"2971","부산광역시 해운대구 좌동","1475-2","1475","0002","투모로우 오피스텔","22.9870","202410","10","6,500","8","개인","개인","2017"," ","-","중개거래","부산 해운대구"
"2972","부산광역시 해운대구 좌동","1459-2","1459","0002","파밀리에 펄시티","24.9300","202410","10","3,900","11","개인","법인","2014","해운대로 789","-","직거래","-"
"2973","부산광역시 해운대구 좌동","1459-2","1459","0002","파밀리에 펄시티","23.6800","202410","10","3,700","13","개인","법인","2014","해운대로 789","-","직거래","-"
"2974","부산광역시 금정구 부곡동","297-13","0297","0013","부산대역삼정그린코아마운틴동","28.8630","202410","09","9,500","6","개인","개인","2013","중앙대로 1614","-","중개거래","부산 금정구"
"2975","부산광역시 동구 초량동","1218","1218","0000","e편한세상 부산항","25.7887","202410","09","7,500","4","개인","개인","2019"," ","-","중개거래","부산 동구"
"2976","부산광역시 사상구 주례동","1162-35","1162","0035","진영프라임제이","28.9800","202410","09","9,000","8","개인","개인","2016","가야대로282번길 58-8","-","중개거래","부산 사상구"
"2977","부산광역시 동구 범일동","1664","1664","0000","두산위브더제니스 하버시티","29.7916","202410","08","8,712","10","개인","법인","2023"," ","-","중개거래","부산 동구"
"2978","부산광역시 연제구 연산동","588-7","0588","0007","연산역 유성해네스타워","29.9550","202410","08","8,800","6","개인","개인","2016","거제천로230번길 81","-","중개거래","부산 연제구"
"2979","부산광역시 해운대구 좌동","1475-2","1475","0002","투모로우 오피스텔","22.9870","202410","08","6,500","7","개인","개인","2017"," ","-","중개거래","부산 해운대구"
